epoch,loss,val_loss
0,0.05739329010248184,0.032064829021692276
1,0.056334804743528366,0.03157840296626091
2,0.05578197166323662,0.031150465831160545
3,0.05511929467320442,0.030731046572327614
4,0.05417170375585556,0.030314290896058083
5,0.05395999550819397,0.029933586716651917
6,0.053087517619132996,0.02953200973570347
7,0.05164412036538124,0.029095018282532692
8,0.051319628953933716,0.02870691753923893
9,0.05074785277247429,0.028318017721176147
10,0.04970722272992134,0.027947258204221725
11,0.048317767679691315,0.027617448940873146
12,0.04818645119667053,0.02720077708363533
13,0.04746387153863907,0.0268231388181448
14,0.046161893755197525,0.026473496109247208
15,0.04531515762209892,0.026196766644716263
16,0.045186713337898254,0.025969991460442543
17,0.04486943781375885,0.025785624980926514
18,0.044245701283216476,0.025638187304139137
19,0.04364221543073654,0.025519972667098045
20,0.043121952563524246,0.025431707501411438
21,0.04236989840865135,0.02535715140402317
22,0.041704531759023666,0.02528824284672737
23,0.04125341400504112,0.02523391880095005
24,0.04060698673129082,0.025194820016622543
25,0.04029648378491402,0.02516450546681881
26,0.040314339101314545,0.025136563926935196
27,0.040047239512205124,0.02512664720416069
28,0.03944668546319008,0.02511463686823845
29,0.04010666534304619,0.02510727569460869
30,0.03871334716677666,0.02510501816868782
31,0.03882793337106705,0.025085177272558212
32,0.03816075623035431,0.025083431974053383
33,0.037630774080753326,0.025076627731323242
34,0.036947134882211685,0.02507598325610161
35,0.0366256944835186,0.025060689076781273
36,0.036233432590961456,0.02506030723452568
37,0.035677555948495865,0.025054538622498512
38,0.03518829867243767,0.02508728764951229
39,0.035174597054719925,0.02507859840989113
40,0.034888096153736115,0.02508242055773735
41,0.03443777933716774,0.02516576647758484
42,0.0337832011282444,0.02517903782427311
43,0.03265196084976196,0.025188619270920753
44,0.032991889864206314,0.025281524285674095
45,0.03301579877734184,0.025345593690872192
46,0.03246607631444931,0.025403911247849464
47,0.03190098702907562,0.02549576759338379
48,0.03242211043834686,0.02560834214091301
49,0.03212573379278183,0.025735128670930862
50,0.03137456998229027,0.025901731103658676
51,0.03061944991350174,0.025974635034799576
52,0.030478253960609436,0.026056325063109398
53,0.03011918254196644,0.026285285130143166
54,0.03001648187637329,0.026449883356690407
55,0.029649578034877777,0.026548242196440697
56,0.02903335727751255,0.02682037279009819
57,0.02951076440513134,0.0270064827054739
58,0.027582881972193718,0.027266066521406174
59,0.029116977006196976,0.027310650795698166
60,0.028658557683229446,0.027571341022849083
61,0.027617404237389565,0.028004292398691177
62,0.028386840596795082,0.02816227450966835
63,0.02700161375105381,0.028426820412278175
64,0.027441425248980522,0.02856329083442688
65,0.026103518903255463,0.028726596385240555
66,0.02661653608083725,0.029115671291947365
67,0.026357676833868027,0.029573649168014526
68,0.025830360129475594,0.029734769836068153
69,0.025791840627789497,0.030388617888092995
70,0.025275791063904762,0.03053928352892399
71,0.025421638041734695,0.030558621510863304
72,0.024714965373277664,0.03117123618721962
73,0.024112898856401443,0.03161679580807686
74,0.024457694962620735,0.032188333570957184
75,0.024449937045574188,0.03216986730694771
