epoch,loss,val_loss
0,0.060379691421985626,0.08149606734514236
1,0.05989120900630951,0.08140554279088974
2,0.0591672845184803,0.08118823170661926
3,0.05848908796906471,0.08098585158586502
4,0.05770816281437874,0.08078701794147491
5,0.0566909983754158,0.08063838630914688
6,0.05570873245596886,0.08060499280691147
7,0.05440777540206909,0.08077378571033478
8,0.05391169711947441,0.08091332763433456
9,0.053309500217437744,0.08100919425487518
10,0.05160904303193092,0.08138874173164368
11,0.051962509751319885,0.08113179355859756
12,0.05033186450600624,0.08077385276556015
13,0.050618335604667664,0.07965149730443954
14,0.05058515444397926,0.07826131582260132
15,0.0483294315636158,0.07653502374887466
16,0.04723988100886345,0.07471668720245361
17,0.046102311462163925,0.07268285751342773
18,0.04529580473899841,0.06950390338897705
19,0.043355729430913925,0.06590301543474197
20,0.04122345894575119,0.062473345547914505
21,0.03790832310914993,0.05783654376864433
22,0.037914734333753586,0.05346681922674179
23,0.034156639128923416,0.04931899905204773
24,0.032523076981306076,0.04490248113870621
25,0.028676573187112808,0.040247756987810135
26,0.026532819494605064,0.035805243998765945
27,0.0239211767911911,0.031823426485061646
28,0.022381946444511414,0.027960915118455887
29,0.019955525174736977,0.024669015780091286
30,0.018817536532878876,0.021556967869400978
31,0.01666279509663582,0.01907389424741268
32,0.01539536565542221,0.017109449952840805
33,0.015227505937218666,0.015451604500412941
34,0.012142716906964779,0.013984814286231995
35,0.012467557564377785,0.012999141588807106
36,0.012332060374319553,0.011819722130894661
37,0.011120764538645744,0.010882725939154625
38,0.009988164529204369,0.0103843305259943
39,0.009552705101668835,0.010242365300655365
40,0.01120514515787363,0.010069603100419044
41,0.010204300284385681,0.009409056976437569
42,0.01086777076125145,0.009135286323726177
43,0.008897033520042896,0.00890398770570755
44,0.009754576720297337,0.008767306804656982
45,0.009382065385580063,0.008585461415350437
46,0.00935409776866436,0.008596238680183887
47,0.00857264082878828,0.008508139289915562
48,0.008698404766619205,0.008105586282908916
49,0.008580310270190239,0.00789378210902214
50,0.008483318611979485,0.00786343589425087
51,0.00872118305414915,0.007715781219303608
52,0.008357550017535686,0.0075945304706692696
53,0.008615229278802872,0.007608125451952219
54,0.00808508787304163,0.007408252451568842
55,0.00902472622692585,0.007312906440347433
56,0.008065136149525642,0.007127877324819565
57,0.008519803173840046,0.0072621628642082214
58,0.007195485755801201,0.007114372216165066
59,0.007888088934123516,0.006978634744882584
60,0.007806595880538225,0.006967958062887192
61,0.008331907913088799,0.007000960409641266
62,0.007906942628324032,0.0069443220272660255
63,0.007139402441680431,0.006806674413383007
64,0.006873496808111668,0.006713062524795532
65,0.0077400729060173035,0.006502653006464243
66,0.007956421002745628,0.006645624525845051
67,0.007858910597860813,0.0064989058300852776
68,0.007021325174719095,0.006258627865463495
69,0.00713899452239275,0.006293084472417831
70,0.006991056725382805,0.0063081542029976845
71,0.00766404252499342,0.006223941687494516
72,0.007991578429937363,0.006270707584917545
73,0.006960726343095303,0.005997020285576582
74,0.006911898963153362,0.005974907428026199
75,0.007488708943128586,0.005919770337641239
76,0.007515342906117439,0.005882240831851959
77,0.007255339529365301,0.005691790021955967
78,0.006299233995378017,0.0058666919358074665
79,0.007255134172737598,0.00571348425000906
80,0.007099419366568327,0.0056497808545827866
81,0.006287889555096626,0.0055315569043159485
82,0.00743827736005187,0.0053876666352152824
83,0.0069899652153253555,0.005210704170167446
84,0.006570264231413603,0.005155224818736315
85,0.006528446916490793,0.005137479864060879
86,0.0069422912783920765,0.005048026796430349
87,0.007266301661729813,0.005056191235780716
88,0.00610208697617054,0.004918781109154224
89,0.006321151275187731,0.004755019210278988
90,0.005698247812688351,0.0045851957984268665
91,0.005916302558034658,0.004707088693976402
92,0.005533600691705942,0.0043469942174851894
93,0.006446793209761381,0.004356564488261938
94,0.005778091493993998,0.0042075044475495815
95,0.005537315271794796,0.004192138556391001
96,0.005741809960454702,0.004155151546001434
97,0.005564620718359947,0.003959932364523411
98,0.005738164763897657,0.00397608382627368
99,0.005517743062227964,0.0040191300213336945
100,0.006182799115777016,0.0039657969027757645
101,0.005446762312203646,0.0038171447813510895
102,0.005764569155871868,0.003697273088619113
103,0.005437219049781561,0.0037922710180282593
104,0.005843361373990774,0.0035331640392541885
105,0.005262196529656649,0.003471220377832651
106,0.0051518096588552,0.003326751757413149
107,0.0055810436606407166,0.0034138280898332596
108,0.005166026763617992,0.003362577874213457
109,0.005199047736823559,0.003149447264149785
110,0.005853906739503145,0.003312187734991312
111,0.005350955296307802,0.0030316971242427826
112,0.0049641127698123455,0.003138442989438772
113,0.004497855436056852,0.0029877438209950924
114,0.00501478323712945,0.0029984507709741592
115,0.005030520260334015,0.0030470476485788822
116,0.004471225198358297,0.0028820508159697056
117,0.00489248288795352,0.002861590590327978
118,0.0044274781830608845,0.0028602140955626965
119,0.004757037851959467,0.0028729101177304983
120,0.004632443189620972,0.00287607591599226
121,0.0044691902585327625,0.0028272843919694424
122,0.004991999827325344,0.0026558737736195326
123,0.004865382332354784,0.0028500272892415524
124,0.004578782711178064,0.00274428422562778
125,0.0045670862309634686,0.0026694457046687603
126,0.004474745597690344,0.0027008894830942154
127,0.004512592684477568,0.002617873717099428
128,0.004434620961546898,0.0025915238074958324
129,0.005554078612476587,0.002536365296691656
130,0.005204241257160902,0.0025906278751790524
131,0.004587233066558838,0.0025690484326332808
132,0.004577097948640585,0.0025865957140922546
133,0.004634806886315346,0.0026196420658379793
134,0.0049127633683383465,0.0024850103072822094
135,0.004321972373872995,0.0025193430483341217
136,0.004288794472813606,0.0024369587190449238
137,0.004421681631356478,0.0024005346931517124
138,0.004510260187089443,0.0025054304860532284
139,0.004949886351823807,0.0024426369927823544
140,0.004372056573629379,0.0024346690624952316
141,0.004394744988530874,0.0024040578864514828
142,0.004228026606142521,0.002429952612146735
143,0.004485495388507843,0.0023144413717091084
144,0.004343362525105476,0.0024130281526595354
145,0.0045217727310955524,0.002346364315599203
146,0.00458870455622673,0.0024910499341785908
147,0.0044053117744624615,0.0022993753664195538
148,0.004015203099697828,0.0022750510834157467
149,0.00435291463509202,0.002340067410841584
150,0.004088876768946648,0.002320263534784317
151,0.0038384818471968174,0.0024532037787139416
152,0.003974471241235733,0.002397064818069339
153,0.004750857129693031,0.0023842942900955677
154,0.004220111295580864,0.002301489468663931
155,0.0041420175693929195,0.0023428634740412235
156,0.004341093823313713,0.002252170816063881
157,0.004006269853562117,0.0022394913248717785
